"Account Name","Vertical","Status","ABC ID","Date"
"STS Tire - Roselle Park","US Automotive","Tracking","","01/09/2014 04:08 AM"
"STS Tire - Royersford","US Automotive","Tracking","","01/09/2014 03:12 AM"
"STS Tire - Schnecksville","US Automotive","Tracking","","01/09/2014 03:06 AM"
"STS Tire - Selden","US Automotive","Tracking","","01/09/2014 03:19 AM"
"STS Tire - Shirley","US Automotive","Tracking","","01/09/2014 03:17 AM"
"STS Tire - Shrewsbury","US Automotive","Tracking","","01/09/2014 04:01 AM"
"STS Tire - Smithtown","US Automotive","Tracking","","01/09/2014 03:16 AM"
"STS Tire - Somerville","US Automotive","Tracking","","01/09/2014 04:02 AM"
"STS Tire - South Amboy","US Automotive","Tracking","","01/09/2014 04:03 AM"
"STS Tire - Southampton","US Automotive","Tracking","","01/09/2014 03:01 AM"
"STS Tire - South Ozone Park","US Automotive","Tracking","","01/09/2014 03:15 AM"
"STS Tire - South Plainfield","US Automotive","Tracking","","01/09/2014 04:04 AM"
"STS Tire - Sparta","US Automotive","Tracking","","01/09/2014 04:05 AM"
"STS Tire - Staten Island","US Automotive","Tracking","","01/09/2014 03:13 AM"
"STS Tire - Toms River","US Automotive","Tracking","","01/09/2014 04:05 AM"
"STS Tire - Union","US Automotive","Tracking","","01/09/2014 04:00 AM"
"STS Tire - Wappingers Falls","US Automotive","Tracking","","01/09/2014 03:12 AM"
"STS Tire - Washington","US Automotive","Tracking","","01/09/2014 03:59 AM"
"STS Tire - Washington Township","US Automotive","Tracking","","01/09/2014 03:58 AM"
"STS Tire - Wayne","US Automotive","Tracking","","01/09/2014 03:58 AM"
"STS Tire - West Caldwell","US Automotive","Tracking","","01/09/2014 03:57 AM"
"STS Tire - Westfield","US Automotive","Tracking","","01/09/2014 03:55 AM"
"STS Tire - West Nyack","US Automotive","Tracking","","01/09/2014 03:06 AM"
"STS Tire - West Orange","US Automotive","Tracking","","01/09/2014 03:56 AM"
"STS Tire - Williston Park","US Automotive","Tracking","","01/09/2014 03:03 AM"
"STS Tire - Woodbridge","US Automotive","Tracking","","01/09/2014 03:54 AM"
"Stuart Dawson, MD","Medical","Cancelled","","05/09/2013 06:35 AM"
"Stuart Nissan","US Automotive","Deploying","","05/25/2014 09:46 PM"
"Stuart Powell Ford Lincoln Mazda","US Automotive","Live","","12/07/2015 08:08 AM"
"Stubbs 59 Powersports","Powersports","Cancelled","","04/22/2014 08:41 AM"
"Stubbs Cycles","Powersports","Live","","05/23/2012 03:45 AM"
"Stubbs Harley-Davidson","Powersports","Live","","05/24/2012 02:56 AM"
"Stuckey Subaru","US Automotive","Deploying","","05/04/2015 01:09 AM"
"Stucky Ford","US Automotive","Deploying","","10/22/2015 08:47 PM"
"Studio 6 Bakersfield - 66339525","Hotels","Cancelled","","01/05/2015 05:46 AM"
"Studio 6 Midland","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Studio 6 Midland - 55958591","Hotels","Cancelled","","09/12/2014 06:56 AM"
"Studio 6 Midwest City Oklahoma City","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Studio 6 North Austin","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Studio 6 Odessa - 2793067","Hotels","Cancelled","","09/12/2014 06:57 AM"
"Studio 6 Oklahoma City","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Studio 6 Oklahoma City - 66540190","Hotels","Cancelled","","10/27/2014 02:54 AM"
"Studio 6 San Antonio","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Studio 6 San Antonio Six Flags","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Studio 6 Tulsa Ok","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Studio 6 Van Nuys - 62194470","Hotels","Cancelled","","09/12/2014 06:57 AM"
"Studio 6 Willows","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Studio City Courtyard Hotel - 61475835","Hotels","Cancelled","","02/04/2014 07:33 AM"
"Studio Plus Tulsa Ok","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Studios 4 Less Chesapeake","Hotels","Cancelled","","11/05/2015 07:01 AM"
"St. Vincent Indianapolis Hospital","Medical","Tracking","","07/08/2013 04:29 AM"
"Stykemain Chevrolet","US Automotive","Live","","05/29/2015 02:11 AM"
"Subaru of Cherry Hill","US Automotive","Deploying","","06/23/2015 02:45 AM"
"Subaru of Clear Lake","US Automotive","Live","","04/03/2015 02:47 AM"
"Subaru of Gainesville","US Automotive","Tracking","","10/24/2013 08:43 PM"
"Subaru of Georgetown","US Automotive","Deploying","","05/27/2015 06:58 PM"
"Subaru of Glendale","US Automotive","Tracking","",""
"Subaru of Gwinnett","US Automotive","Live","","06/22/2016 03:52 AM"
"Subaru of Kennesaw","US Automotive","Tracking","",""
"Subaru of Nashville","US Automotive","Deploying","","04/21/2015 03:50 AM"
"Subaru of Spokane","US Automotive","Live","","08/12/2014 10:52 AM"
"Subaru of Winchester","US Automotive","Tracking","","04/03/2014 07:58 PM"
"Suburban","US Automotive","Tracking","","08/29/2013 02:12 AM"
"Suburban Acura","US Automotive","Tracking","","08/29/2013 02:35 AM"
"Suburban Buick GMC","US Automotive","Tracking","","08/29/2013 02:29 AM"
"SUBURBAN BUICK GMC CADILLAC","US Automotive","Deploying","","05/11/2016 09:15 PM"
"Suburban Buick GMC Collision Center","US Automotive","Tracking","","08/29/2013 02:45 AM"
"Suburban Cadillac Buick","US Automotive","Tracking","","08/29/2013 02:27 AM"
"Suburban Cadillac of Ann Arbor","US Automotive","Tracking","","08/29/2013 02:26 AM"
"SUBURBAN CADILLAC OF LANSING","US Automotive","Deploying","","05/11/2016 09:28 PM"
"Suburban Cadillac of Plymouth","US Automotive","Deploying","","06/01/2015 10:09 PM"
"Suburban Chevrolet","US Automotive","Live","","02/02/2015 10:25 AM"
"SUBURBAN CHEVROLET","US Automotive","Deploying","","01/14/2016 06:20 PM"
"Suburban Chevrolet of Ann Arbor","US Automotive","Tracking","","08/29/2013 02:24 AM"
"Suburban Chrysler Dodge Jeep Ram Of Garden City","US Automotive","Tracking","","08/29/2013 02:22 AM"
"Suburban Chrysler Dodge Jeep Ram Of Novi","US Automotive","Tracking","","08/29/2013 02:21 AM"
"Suburban Chrysler Dodge Jeep Ram Of Troy","US Automotive","Tracking","","08/29/2013 02:20 AM"
"Suburban Chrysler Jeep Of Ann Arbor","US Automotive","Tracking","","08/29/2013 02:19 AM"
"Suburban Chrysler Jeep of Ann Arbor Collision Center","US Automotive","Tracking","","08/29/2013 02:52 AM"
"Suburban Exotic Motor Cars of Michigan","US Automotive","Tracking","","08/29/2013 02:58 AM"
"Suburban Extended Stay Hotel Gainesville","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Suburban Fiat","US Automotive","Tracking","","08/29/2013 02:14 AM"
"Suburban Ford of Sterling Heights","US Automotive","Tracking","","08/29/2013 02:56 AM"
"Suburban Ford of Sterling Heights Collision Center","US Automotive","Tracking","","08/29/2013 02:47 AM"
"Suburban Gainesville","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Suburban Honda","US Automotive","Cancelled","","06/02/2016 05:39 AM"
"Suburban Hummer","US Automotive","Tracking","",""
"Suburban Lodge Hampton","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Suburban nissan","US Automotive","Deploying","","08/27/2014 04:28 AM"
"Suburban Nissan","US Automotive","Deploying","","08/27/2014 03:33 AM"
"Suburban Subaru","US Automotive","Deploying","","08/05/2015 10:41 PM"
"Suburban Volvo","US Automotive","Tracking","","02/02/2016 05:29 PM"
"Sudbay Chevrolet Buick Cadillac GMC Pontiac","US Automotive","Tracking","",""
"Sudbay Chrysler Dodge Jeep","US Automotive","Tracking","",""
"Sullivan Honda","US Automotive","Tracking","","02/02/2014 07:33 PM"
"Sullivan-Parkhill Imports, Inc.","US Automotive","Tracking","","03/12/2012 10:22 PM"
"Summer Bay Resort Clermont","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Summer Crest Inn Wesley Chapel - 71683443","Hotels","Cancelled","","01/05/2015 05:37 AM"
"Summerfield Inn Fresno - 53786625","Hotels","Cancelled","","01/05/2015 05:54 AM"
"Summit Automotive of Raleigh","US Automotive","Tracking","",""
"Summit Hotel","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Summit Hotel Ogden","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Summit Pre-Owned of Durham","US Automotive","Tracking","",""
"Sun Auto Warehouse of Cicero","US Automotive","Deploying","","10/12/2015 03:30 AM"
"Sun Auto Warehouse of Cortland","US Automotive","Deploying","","11/06/2015 04:57 AM"
"Sunbelt Autosaver","US Automotive","Tracking","","01/23/2013 08:31 PM"
"Sunbelt Nissan","US Automotive","Tracking","","01/24/2013 03:12 AM"
"Sun Chevrolet Inc.","US Automotive","Live","","01/12/2015 08:20 AM"
"Suncoast Chrysler Jeep Dodge Ram","US Automotive","Deploying","","02/04/2016 05:45 PM"
"Suncoast Porsche","US Automotive","Tracking","","04/19/2012 07:20 PM"
"Sundial Motel Virginia Beach - 9260386","Hotels","Cancelled","","01/21/2015 06:28 AM"
"Sun God Lodge Taos","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Sun Motorcars BMW","US Automotive","Deploying","","06/23/2015 02:48 AM"
"Sun Motor Cars, Inc.","US Automotive","Tracking","","03/12/2012 11:40 PM"
"Sun n Sand  Myrtle Beach","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Sun N Sand Resort Myrtle Beach - 56500338","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Sun n Sands Motel Kanab","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Sunny King Ford","US Automotive","Tracking","","03/11/2014 06:42 AM"
"Sunny King Honda","US Automotive","Cancelled","","12/08/2014 05:47 AM"
"Sunny King Toyota","US Automotive","Cancelled","","02/13/2015 06:58 AM"
"Sunnyside Acura","US Automotive","Tracking","",""
"Sunnyside Chrevrolet","US Automotive","Live","","01/29/2016 02:24 AM"
"Sunnyside Honda","US Automotive","Tracking","",""
"Sunnyside Mitsubishi","US Automotive","Deploying","","07/30/2015 08:07 PM"
"Sunrise Chevrolet Buick GMC","US Automotive","Deploying","","04/07/2015 11:14 PM"
"Sunrise Ford of North Hollywood","US Automotive","Deploying","","10/21/2014 03:30 AM"
"Sunrise Hotel San Pedro","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Sunrise Inn Las Vegas","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Sunrise Inn Turlock","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Sunset Audi","US Automotive","Deploying","","12/30/2014 10:25 PM"
"Sunset Beach Inn Cape Charles - 66316227","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Sunset Chevrolet","US Automotive","Tracking","",""
"Sunset Dodge Chrysler Jeep","US Automotive","Tracking","",""
"SUNSET HONDA","US Automotive","Deploying","","10/05/2014 08:58 PM"
"Sunset Inn","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Sunset Inn (Oroville, CA)","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Sunset Inn Pacific Grove","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Sunset Inn & Suites Oklahoma City - 72287506","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Sunset Inn & Suites W Sacramento - 2771520","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Sunset Kia","US Automotive","Tracking","",""
"Sunshine Motel Long Beach","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Sunsol Boutique Clermont","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Sun Suites Chesapeake","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Suntime Inn St. George - 2771589","Hotels","Cancelled","","07/24/2013 08:52 AM"
"Suntrup Ford","US Automotive","Tracking","","04/11/2013 06:15 PM"
"Suntrup West County BMW","US Automotive","Cancelled","","04/03/2015 02:40 AM"
"Suntrup West County Volvo","US Automotive","Tracking","","05/01/2014 04:11 AM"
"Sun valley Junction","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Sun Viking Daytona Beach Shores","Hotels","Cancelled","","11/05/2015 06:58 AM"
"SUNWEST HONDA","US Automotive","Deploying","","10/29/2014 05:41 AM"
"Super 6 Independence","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Super 6 Plus Hotel  Independence MO","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Super 6 Plus KC Independence - 56480322","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Super 8 Abingdon Va","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Airport Boise - 9201108","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Super 8 Airport SLC","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Albany","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Super 8 Albuquerque","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Alvarado","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Super 8 Amarillo","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Amarillo Central TX-Amarillo, TX","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Amarillo TX","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Super 8 Anahiem - 53616781","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Arkadelphia Caddo Valley AR","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 - Arkansas City","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Super 8 Asheville","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Ashland","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Ashland - 2793315","Hotels","Cancelled","","10/31/2012 02:43 AM"
"Super 8 Austin","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Super 8 Austin - Downtown","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Austintown","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Azusa CA","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Bakersfield - 9174904","Hotels","Cancelled","","01/17/2013 10:35 AM"
"Super 8 Bangor","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Super 8 Barstow","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Super 8  Barstow, Ca","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Super 8 Bath","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super  8 Bellingham Airport/Ferndale","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Super 8 Bernalillo","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Super 8 Billings","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Biloxi Coliseum Area - 66380966","Hotels","Cancelled","","02/04/2014 08:35 AM"
"Super 8 Binghamton","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Super 8  Bishop","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Super 8 Bismarck","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Black Mountain","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Super 8 Bloomington - 7700587","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Super 8 Blue Springs","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Super 8 Blythe, Ca","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Super 8 Boardwalk","Hotels","Cancelled","","11/05/2015 06:50 AM"
"super 8 boise Elder St.","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Super 8 Bonner Springs","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Bradenton","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Super 8 Bradenton - 54358673","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Bridgeton MO","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Super 8 Brunswick","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Super 8 Burleson","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Super 8 Burlington","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Super 8 Butte","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Canoga Park","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Super 8 Canonsburg-Pittsburgh Area","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Carlisle","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Super 8  Cartersville","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Super 8 Casa Grande","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8, Casa Grande, AZ","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Super 8 Cedar City","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Central Point Medford Airport Central Point - 66297337","Hotels","Cancelled","","01/05/2015 06:36 AM"
"Super 8 Chamberlain","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Champaign","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 charlotte","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Charlotte","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Charlotte NC","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Chattanooga","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Super 8 Chattanooga - 66463876","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Super 8 Chattanooga Hamilton Place","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Super 8 CHATTANOOGA LOOKOUT MOUNTAIN TN","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Super 8 Chattanooga TN","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Super 8 Chesapeake","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Chico","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Claremont","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Clearwater","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8/Clt Charlotte","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Colby","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Super 8 Collinsville St. Louis IL","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Colorado Springs","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Columbia W Columbia - 67626577","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Columbus - 9217821","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Conrad","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Super 8 Conway","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Super 8 Coos Bay - 53797404","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Super 8 Corning","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Corydon","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Costa Mesa","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Super 8 Crawfordsville - 54049344","Hotels","Cancelled","","09/12/2014 06:59 AM"
"Super 8 Creswell","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Creswell 1","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Super 8 Creswell - 9269487","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Super 8  Cromwell","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Super 8 Cut Bank","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Super 8 Dallas East Tx","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Dania Beach - 54222987","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Super 8 Danville Danville","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Super 8 Darien","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Super 8 Darien GA","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Deadwood","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Denton","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Super 8 Dickson","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 Disneyland Drive","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Donna","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Super 8 Downtown Toronto ON","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Super 8 Dumfries Quantico Dumfries","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Super 8 Dunn","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Durham","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Super 8 East Albuquerque","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 East Syracuse","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Super 8 Effingham, IL","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Super 8  El Cajon","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Super 8 El Cerrito/Berkeley","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Super 8 Elk City","Hotels","Cancelled","","11/05/2015 06:50 AM"
