"Account Name","Vertical","Status","ABC ID","Date"
"Holiday Inn Express Dickson","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Dover","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Downtown Spokane","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Drums","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Dunn","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express East Brunswick - 9224511","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Easton","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Edgewood-Aberdeen-Bel Air","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Emporia","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Erie","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Essington","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Exton","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Fairfax-Arlington Boulevard","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Fallon","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Fargo - West Acres","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Flint-Campus Area","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Florence","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express - Florida City","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Florida City FL","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Fort Worth - 71893619","Hotels","Cancelled","","09/12/2014 07:15 AM"
"Holiday Inn Express Fredericksburg - 55920728","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Ft Pierce","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Gainesville","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Gainesville FL","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Gainesville GA","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Gaylord MI","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Holiday Inn Express Goodland, KS","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Holiday Inn Express Grand Blanc","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Grandview","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Greensboro","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Grover Beach","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Gunnison","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Hardeeville - 17596461","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Harrisburg","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Harrisonburg","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Heber City","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express  Helena","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Hereford","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn express Hialeah","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Hialeah","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Hollywood Walk of Fame","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Hotel Fort Collins","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Hotel Richland","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Hotel & Suites","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Hotel & Suites Alvarado","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Hotel & Suites Annapolis","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Hotel & Suites Arkadelphia/Caddo Valley","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Hotel & Suites Barstow CA","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Hotel & Suites Chattanooga","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Hotel & Suites Chester","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Hotel & Suites Clarksville","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Hotel & Suites Cleburne","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Hotel & Suites Cleveland-Richfield","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Hotel & Suites Columbia East - Elkridge","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Hotel & Suites Conyers","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Hotel & Suites Deadwood-Gold Dust Casino","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Hotel & Suites Homestead - 13186220","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Hotel & Suites Inverness Lecanto - 16207920","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Holiday Inn Express Hotel & Suites Keystone","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Hotel & Suites Lynnwood","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Hotel & Suites Manteca (Manteca, CA)","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Hotel & Suites Mitchell","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Hotel & Suites Morrilton","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Hotel & Suites Mt Pleasant-Charleston","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Hotel & Suites Ooltewah - 66349678","Hotels","Cancelled","","01/05/2015 06:38 AM"
"Holiday Inn Express Hotel & Suites Orlando East-Ucf Area","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Hotel & Suites Rapid City","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Hotel & Suites Scott","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Hotel & Suites Silver Springs - 9185128","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Hotel & Suites Silver Springs Ocala - 9185128","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Holiday Inn Express Hotel & Suites Sunbury-Columbus Area","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Hotel & Suites Wichita Airport","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Hotel & Suites Woodbridge","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Hotel & Suites Yulee - 13185796","Hotels","Cancelled","","02/04/2014 07:30 AM"
"Holiday Inn Express Hotel & Suites Zanesville North","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Houston","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Houston Memorial Park Area","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Hunt Valley Sparks","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Idaho Falls","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Indianapolis West - 69774979","Hotels","Cancelled","","09/12/2014 07:16 AM"
"Holiday Inn Express Irving","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Holiday Inn Express Jacksonville","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express JACKSONVILLE","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Jantzen Beach Portland","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Juno Beach","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Kalispell","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Kansas City","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express kansas city sports complex","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express - Katy Freeway","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express- Kendall Dr","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Kennesaw","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Kennesaw - 9198084","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday inn express kerrville","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express LA","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Laguardia Airport","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Lakeland","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Lake Oswego Tigard","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Las Vegas","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Latham","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Lawrence - 9208158","Hotels","Cancelled","","01/05/2015 06:23 AM"
"Holiday Inn Express Layton","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Lecanto","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Limon","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Lodi","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Lonoke","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Los Alamos","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Los Angeles","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Holiday Inn Express Loveland","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Mackinaw  MI","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Madera","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Marietta","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Martinsburg North - 9268265","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express - Maspeth NY - 62547351","Hotels","Cancelled","","10/30/2013 01:51 AM"
"Holiday Inn Express Mayo Clinic","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Mechanicsburg - 66272463","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Memphis Medical Center Midtown","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Mendenhall","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express - Merced","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Merced - 54026450","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Meriden","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn express Middleboro","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Midlothian","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Miles City","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Mill Valley","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Holiday Inn Express Milwaukee Airport","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express MIra Mesa - San Diego","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Missoula Northwest","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Montreal Centre-Ville","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Mystic","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Nanuet","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Nashville","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express  Nashville","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Nellis","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Newark","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express New Philadelphia","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Newport News","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Newport News VA","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Norfolk","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express North Bergen - 9225732","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express - North Lima, OH","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Ocala Midtown","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Holiday Inn Express Ogden","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Holiday Inn Express Orlando","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Page","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday inn Express Palm Desert","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Paramus","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Pearland","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express - Pittsburgh North","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Plainfield","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Plainsboro Township","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Plainville","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Plantation","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Pooler","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Port Charlotte","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express - Port Hueneme","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Port Hueneme","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Portland Downtown","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Port Richey","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Port St Lucie - 54153918","Hotels","Cancelled","","02/04/2014 08:32 AM"
"Holiday Inn Express Powell","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday inn Express Rancho Mirage","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Rapid City","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Reston Herndon-Dulles Airport","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Richfield","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Richmond Hill","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Riverpark Fresno","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Rockland","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Roseburg","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Holiday Inn Express Saint Petersburg","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express San Antonio","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Sandston","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Sandy","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express San Francisco Airport North","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express San Pablo","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Sarasota","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Savannah","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn – Express Seabrook","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Seabrook","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Seaside","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Sharonville","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Sierra Vista","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express SLC/Murray Salt Lake City","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Smithfield - 60884776","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express - Somerset","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express South Boston , VA","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express South Burlington","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Southington","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express South Lake Tahoe","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday inn express South Padre Island","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express South portland","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Southridge Charleston","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Speedway","Hotels","Cancelled","","04/24/2012 02:10 AM"
"Holiday Inn Express State College","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express St. Clairsville","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express & Ste's Buford NE","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Stockton","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Stone Mountain","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express St. Petersburg","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express - Streetsboro","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Stroudsburg","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express Stuart","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express & Suites Alvarado - 66497558","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express & Suites Atlanta East-Lithonia","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express & Suites Bossier City","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express & Suites Brentwood","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express & Suites Carlisle - 68977264","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express & Suites Chattanooga","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday inn Express & Suites Cleveland","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express & Suites Cleveland-Streetsboro","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express & Suites Conway","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express & Suites Dickinson","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express & Suites Dover - 66268819","Hotels","Cancelled","","01/05/2015 05:55 AM"
"Holiday Inn Express & Suites Empire Mall","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express & Suites Hagerstown","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express & Suites Huntsville Airport","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express & Suites Jackson Downtown Coliseum","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express & Suites Laurel Lakes","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express & Suites Lithonia","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express & Suites Little River - 9241935","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express & Suites-Lynnwood","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express & Suites Macon","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express & Suites Morrilton","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express & Suites Mount Pleasant - 66588361","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express & Suites Naples","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express & Suites North East","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express & Suites Parachute","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express & Suites Silt Rifle","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express & Suites Sioux Falls","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express & Suites Spring Hill - 54295246","Hotels","Cancelled","","09/12/2014 07:18 AM"
"Holiday Inn Express & Suites Sulphur","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express & Suites Williston","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express & Suites Winona - 56302500","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express & Suites Yosemite Pk Chowchilla - 56406721","Hotels","Cancelled","","11/05/2015 06:55 AM"
"HOLIDAY INN EXPRESS & SUITS/PARADISE COAST NAPLES","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Tacoma Downtown","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Tallahassee East","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Tavares","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Holiday Inn Express The Hunt Lodge MCall ID","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express The Villages","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Holiday Inn Express Three Rivers MI","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Holiday Inn Express Toledo-Oregon","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Holiday inn Express Tucson","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Tucson AZ","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Urbandale","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Utica","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Valdosta","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Van Buren","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Vancouver","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Vancouver Mall","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Express Venice","Hotels","Cancelled","","11/05/2015 07:02 AM"
"Holiday Inn Express Vernon","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Vero Beach","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express Vestal, NY","Hotels","Cancelled","","11/05/2015 06:55 AM"
"Holiday Inn Express Victor","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Victoria","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express Victor NY","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn express Virginia Beach","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Walla Walla","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Holiday Inn Express Warrensberg","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Warrenton","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Washington","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express- Waukegan","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Weatherford","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express West Chester","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express- West Kendall","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express White Haven","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Express Wilkes Barre","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Wilkes-Barre","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Willows","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Winchester","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Express Winona - 56302500","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Express Woodhaven","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Express Woodland Hills","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Express Woodstock","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express WVC","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Express York","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Express YORK","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express York NE","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Express Yreka","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Express Yulee","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Express & Suites Bradley Airport","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Holiday Inn Fargo","Hotels","Cancelled","","11/05/2015 06:50 AM"
"Holiday Inn Farmington Hills","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Flat Rock","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Holiday Inn Flint","US Automotive","Tracking","",""
"Holiday Inn Florence","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Fort Lee","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Fort Myers","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn Fresno Convention Center Downtown","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Holiday Inn Frisco CO - 7699230","Hotels","Cancelled","","09/12/2014 07:18 AM"
"Holiday Inn Ft Lee - 9225628","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Grand Billings","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Grand Montana - 53562381","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Holiday Inn Grand Rapids Downtown (MI)","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Holiday Inn Grantville","Hotels","Cancelled","","11/05/2015 06:53 AM"
"Holiday Inn Greensboro Airport","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Holiday Inn  Gunnison, CO","Hotels","Cancelled","","11/05/2015 06:56 AM"
"Holiday Inn Gurnee","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Holiday Inn Harrisonburg","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Holiday Inn Hartford","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Holiday Inn Hazlet - 9224772","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Hickory","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Holiday Inn Historic Gateway Winchester","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Holiday Inn Hotel Binghamton","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Holiday Inn Hotel & Conference Ctr Livonia","Hotels","Cancelled","","11/05/2015 07:01 AM"
